Borough,Latitude,Longitude
QUEENS,,
MANHATTAN,40.73228784,-73.98792696
MANHATTAN,40.79303973,-73.9711189
QUEENS,40.76044076,-73.83277219
BRONX,40.82891517,-73.82456379
BROOKLYN,40.5878796,-73.95503464
BROOKLYN,40.67637051,-73.88322477
QUEENS,40.70727224,-73.78941413
STATEN ISLAND,40.59857083,-74.07989481
BROOKLYN,40.64168326,-73.96341209
BRONX,40.82572599,-73.82111429
BROOKLYN,40.57555429,-73.98019067
QUEENS,40.7292334,-73.85988554
BROOKLYN,40.57555429,-73.98019067
BRONX,40.84068157,-73.92170098
QUEENS,40.74942233,-73.94053601
MANHATTAN,40.75047427,-73.98538641
BRONX,40.85448932,-73.86684773
MANHATTAN,40.75178911,-73.98632092
MANHATTAN,40.75920034,-73.99040192
QUEENS,40.75978507,-73.82923633
QUEENS,40.75886092,-73.82980181
MANHATTAN,40.75237668,-73.98802799
BROOKLYN,40.67252966,-73.95025146
MANHATTAN,40.72904362,-73.98869606
MANHATTAN,40.72908205,-73.98878265
BRONX,40.8530562,-73.90538749
BROOKLYN,40.63624053,-74.02582635
BROOKLYN,40.68615905,-73.98536445
MANHATTAN,40.79944626,-73.96272581
BROOKLYN,40.67889705,-73.97368484
QUEENS,40.7483756,-73.95681025
QUEENS,40.72681536,-73.85334588
MANHATTAN,40.77257307,-73.94958823
BROOKLYN,40.58369627,-73.94794512
MANHATTAN,40.84897827,-73.93399507
QUEENS,40.69750563,-73.83623705
QUEENS,40.75886964,-73.83013026
MANHATTAN,40.75512867,-73.98074005
QUEENS,40.69750563,-73.83623705
MANHATTAN,40.75453041,-73.98130689
MANHATTAN,40.78988798,-73.95220416
MANHATTAN,40.71629138,-73.98782164
MANHATTAN,40.84129376,-73.94024789
BROOKLYN,40.67425176,-73.98207925
MANHATTAN,40.79339574,-73.9404245
BROOKLYN,40.60894325,-73.9239104
MANHATTAN,40.80640049,-73.96002359
QUEENS,40.7609642,-73.8303415
MANHATTAN,40.75578077,-74.00198521
MANHATTAN,40.75578077,-74.00198521
MANHATTAN,40.74216134,-74.00075783
QUEENS,40.755035,-73.82812597
BROOKLYN,40.57556819,-73.98121659
BRONX,40.85004074,-73.91361859
QUEENS,40.71830061,-73.814902
QUEENS,40.75851105,-73.91938634
BRONX,40.87635755,-73.86318792
BROOKLYN,40.73153731,-73.95183108
QUEENS,40.7204326,-73.76089078
BROOKLYN,40.58039394,-73.95356728
QUEENS,40.76196877,-73.91844722
STATEN ISLAND,40.63777726,-74.07614049
BROOKLYN,40.59894883,-73.94161708
MANHATTAN,40.84897827,-73.93399507
MANHATTAN,40.72725129,-73.98866029
MANHATTAN,40.72725129,-73.98866029
BROOKLYN,40.68404651,-73.99945916
QUEENS,40.72219311,-73.87416141
QUEENS,40.75352491,-73.79433906
MANHATTAN,40.78461033,-73.96983341
BROOKLYN,40.66683098,-73.99166963
BRONX,40.82054634,-73.91774677
BROOKLYN,40.613881,-73.91216651
BROOKLYN,40.62412537,-73.96506079
QUEENS,40.75194967,-73.70267905
BROOKLYN,40.67363735,-73.98498867
BRONX,,
QUEENS,40.68331966,-73.85603393
MANHATTAN,40.79303973,-73.9711189
MANHATTAN,40.73320784,-74.00542681
BRONX,40.84478912,-73.88988666
MANHATTAN,40.73016939,-73.99443633
QUEENS,40.74608822,-73.89536578
BROOKLYN,40.67343579,-73.90013384
BROOKLYN,40.57305389,-73.98086454
MANHATTAN,40.75170417,-73.98759861
MANHATTAN,40.7374496,-73.97992603
BROOKLYN,40.68952649,-73.98249703
MANHATTAN,40.74036616,-74.00523252
MANHATTAN,40.75567751,-73.98010101
MANHATTAN,40.77236797,-73.96679542
BRONX,40.83139989,-73.82687716
MANHATTAN,40.74117323,-74.00150121
BROOKLYN,40.59745807,-73.96897453
BRONX,40.89331779,-73.85704761
BRONX,40.85515834,-73.88676432
BROOKLYN,40.63513491,-74.02332187
MANHATTAN,40.77511337,-73.98219292
MANHATTAN,40.71867958,-73.99063142
BROOKLYN,40.6780038,-73.89180604
BRONX,40.86151425,-73.8976389
MANHATTAN,40.75599077,-73.96924359
QUEENS,40.75850914,-73.83324268
BROOKLYN,40.65563061,-73.92580334
QUEENS,40.70005295,-73.83066602
QUEENS,40.74581822,-73.85624534
MANHATTAN,40.71153703,-74.01567275
BRONX,40.8442831,-73.88885743
MANHATTAN,40.82293244,-73.94183247
BRONX,40.86966498,-73.87952276
MANHATTAN,40.77962194,-73.95048559
BRONX,40.85672924,-73.88221042
BRONX,40.86591166,-73.83043169
MANHATTAN,40.74305795,-73.98536639
QUEENS,40.7596517,-73.80407353
QUEENS,40.7627547,-73.9159338
MANHATTAN,40.73100374,-73.99336104
MANHATTAN,40.78314655,-73.97832704
MANHATTAN,40.78314655,-73.97832704
BROOKLYN,40.71531333,-73.95971028
MANHATTAN,40.74164779,-73.9919165
MANHATTAN,40.75165795,-73.9738149
QUEENS,40.6779043,-73.82994713
BROOKLYN,40.68561954,-73.94437526
QUEENS,40.71125594,-73.79300861
QUEENS,40.74716131,-73.89227478
BRONX,40.85667927,-73.7907847
MANHATTAN,40.73102809,-73.98884366
MANHATTAN,40.7621793,-73.96612907
QUEENS,40.77371881,-73.90730182
MANHATTAN,40.74679679,-73.98995619
MANHATTAN,40.80796067,-73.94907738
BROOKLYN,40.6235515,-73.99773414
BROOKLYN,40.65662414,-73.90350362
MANHATTAN,40.78528714,-73.97678081
QUEENS,40.74881261,-73.75655182
MANHATTAN,40.73470341,-73.98992554
MANHATTAN,40.70423411,-74.00629366
BRONX,40.8654895,-73.86399121
BROOKLYN,40.61835308,-73.95700604
MANHATTAN,40.79127423,-73.9686928
MANHATTAN,40.71156995,-74.01578457
QUEENS,40.75056396,-73.94571779
MANHATTAN,40.71492761,-74.00793958
QUEENS,40.7477701,-73.81598584
MANHATTAN,40.75608689,-73.96942763
MANHATTAN,40.70765674,-74.00775837
BRONX,40.885012,-73.90127346
QUEENS,40.68359861,-73.76939861
MANHATTAN,40.72229802,-73.97705168
BROOKLYN,40.68037373,-73.94911712
STATEN ISLAND,40.6014651,-74.08577172
BROOKLYN,40.64090314,-74.01469048
MANHATTAN,40.76438496,-73.9883038
BROOKLYN,40.70780236,-73.95616566
QUEENS,40.67461076,-73.80417194
MANHATTAN,40.72355735,-74.00339848
MANHATTAN,40.72829069,-73.98191679
STATEN ISLAND,40.6014651,-74.08577172
BROOKLYN,40.70842607,-73.95790378
MANHATTAN,40.74954684,-73.98797797
BROOKLYN,40.71792348,-73.95936961
MANHATTAN,40.71523434,-74.0147718
MANHATTAN,40.76494485,-73.98789577
BROOKLYN,40.69059471,-73.92758183
BROOKLYN,40.68221015,-73.9092498
BRONX,40.87739343,-73.86649088
BRONX,40.82280442,-73.90932905
STATEN ISLAND,40.55912682,-74.16947343
BROOKLYN,40.67757663,-73.9728922
MANHATTAN,40.80787681,-73.9457469
QUEENS,40.73968881,-73.78989626
MANHATTAN,40.72194623,-73.99973303
BRONX,40.8243429,-73.89188968
QUEENS,40.75912736,-73.82993468
BROOKLYN,40.70299346,-73.93317304
BROOKLYN,40.67250791,-73.9769138
MANHATTAN,40.73857328,-73.9875361
QUEENS,40.76470518,-73.82297126
QUEENS,40.74063277,-73.75894539
BROOKLYN,40.70842607,-73.95790378
QUEENS,40.75297636,-73.91023258
QUEENS,40.7268352,-73.71356797
QUEENS,40.77495081,-73.9034838
BRONX,40.86591166,-73.83043169
QUEENS,40.7343405,-73.8733266
STATEN ISLAND,40.59529863,-74.06286272
QUEENS,40.7560484,-73.88072087
QUEENS,40.71233673,-73.90582891
MANHATTAN,40.7776413,-73.98237999
MANHATTAN,40.71547681,-73.99808092
BROOKLYN,40.70848848,-73.94340034
MANHATTAN,40.75516311,-73.99500093
MANHATTAN,40.80986377,-73.95140592
BROOKLYN,40.59299296,-73.94805309
STATEN ISLAND,40.56066345,-74.16978324
MANHATTAN,40.80120914,-73.96515566
BROOKLYN,40.63955604,-74.00892869
MANHATTAN,40.70653919,-74.01268514
BROOKLYN,40.64550675,-73.94899236
QUEENS,40.7017352,-73.88346886
MANHATTAN,40.72981819,-74.00065667
MANHATTAN,40.7306224,-74.0004907
MANHATTAN,40.78423331,-73.97752143
MANHATTAN,40.76508547,-73.97487095
QUEENS,40.70957635,-73.796206
BRONX,40.82143423,-73.90520122
MANHATTAN,40.7306224,-74.0004907
BROOKLYN,40.60776542,-73.96196488
MANHATTAN,40.73879079,-74.00022373
MANHATTAN,40.7306224,-74.0004907
MANHATTAN,40.76045419,-73.98565495
QUEENS,40.75928915,-73.71350782
MANHATTAN,40.75795149,-73.96319662
BROOKLYN,40.61023379,-73.99917163
MANHATTAN,40.80476267,-73.93714896
QUEENS,40.70692588,-73.79063072
QUEENS,40.71387247,-73.73572151
BROOKLYN,40.67063056,-73.94484918
BROOKLYN,,
QUEENS,40.77848803,-73.77645392
MANHATTAN,40.7960561,-73.97077087
MANHATTAN,40.75594935,-73.98074703
MANHATTAN,40.73287542,-73.99001242
BROOKLYN,40.64443154,-73.92959942
MANHATTAN,40.75795149,-73.96319662
BRONX,40.85411659,-73.89090144
BRONX,40.83275813,-73.86337152
BRONX,40.83275813,-73.86337152
QUEENS,40.67767198,-73.82875798
MANHATTAN,40.73021331,-73.99452653
BRONX,40.84296988,-73.89334846
QUEENS,40.70054842,-73.90982352
BROOKLYN,40.654313,-73.91757691
MANHATTAN,40.75316572,-73.96668588
MANHATTAN,40.75903995,-73.96840113
MANHATTAN,40.74987597,-73.98589904
MANHATTAN,40.75748194,-73.98830862
MANHATTAN,40.76041068,-73.98940907
BRONX,40.8837249,-73.90145258
QUEENS,40.64824356,-73.78824186
BROOKLYN,40.64161183,-73.93771342
BROOKLYN,40.67963435,-73.98260418
BROOKLYN,40.69346311,-73.9872272
BRONX,40.8852874,-73.82734802
MANHATTAN,40.72115008,-73.99370114
MANHATTAN,40.76317356,-73.96847859
STATEN ISLAND,40.54451655,-74.16544612
STATEN ISLAND,40.54451655,-74.16544612
BRONX,40.88216854,-73.86358822
BROOKLYN,40.62934902,-74.0227074
STATEN ISLAND,40.54451655,-74.16544612
MANHATTAN,40.759412,-73.99561425
MANHATTAN,40.81957212,-73.95919554
BROOKLYN,40.65471674,-73.90710678
QUEENS,,
BROOKLYN,40.67062342,-73.93155805
QUEENS,40.67970248,-73.77710233
MANHATTAN,40.80954012,-73.9590572
QUEENS,40.74666541,-73.89323918
BROOKLYN,40.68890318,-73.98092865
QUEENS,40.76783817,-73.79094826
MANHATTAN,40.76586808,-73.95741261
BRONX,40.84235784,-73.84498096
QUEENS,40.74324982,-73.88359112
MANHATTAN,40.71882541,-74.00235929
MANHATTAN,40.76321736,-73.95933476
BROOKLYN,40.71375501,-73.96178536
MANHATTAN,40.73201948,-74.00140358
QUEENS,40.70374268,-73.81510111
BROOKLYN,40.62246173,-74.00516925
QUEENS,40.73146947,-73.86604358
BRONX,40.87408647,-73.87931226
MANHATTAN,40.76065218,-73.97252991
BRONX,40.81738788,-73.92275804
BROOKLYN,40.69112772,-73.9916666
BROOKLYN,40.6697483,-73.98747687
MANHATTAN,40.75450746,-73.97595055
QUEENS,40.74231805,-73.86956916
QUEENS,40.73339278,-73.84984943
BROOKLYN,40.63670943,-74.01189361
BROOKLYN,40.68910459,-73.95506734
QUEENS,40.58760939,-73.81097258
BROOKLYN,40.68576433,-73.97307277
MANHATTAN,40.83917804,-73.94113522
BROOKLYN,40.60014699,-73.94451129
BROOKLYN,40.6421898,-73.98090957
MANHATTAN,40.80555266,-73.94711781
MANHATTAN,40.71439245,-74.00677438
QUEENS,40.74974463,-73.88430882
MANHATTAN,40.78580504,-73.94284712
MANHATTAN,40.73474994,-73.9885255
STATEN ISLAND,40.56082786,-74.13480911
QUEENS,40.74942233,-73.94053601
BROOKLYN,40.69121822,-73.95548421
BROOKLYN,40.66997354,-73.90874375
BROOKLYN,40.61835474,-74.02892079
MANHATTAN,40.7574354,-73.98963334
BRONX,40.84759561,-73.90048683
MANHATTAN,40.74342936,-73.99612775
MANHATTAN,40.80243074,-73.9506745
MANHATTAN,40.70463757,-74.00669404
BROOKLYN,40.63027618,-74.00421514
QUEENS,40.76331469,-73.92819225
MANHATTAN,40.72974088,-73.98974228
MANHATTAN,40.72987034,-74.00060976
STATEN ISLAND,40.6154726,-74.08469114
BRONX,40.85446593,-73.86561151
BRONX,40.87729052,-73.90707426
BROOKLYN,40.58608444,-73.9880614
MANHATTAN,40.73035883,-74.00423951
STATEN ISLAND,40.5687634,-74.11148321
BROOKLYN,40.60080542,-74.00060138
STATEN ISLAND,40.55067474,-74.14390697
BROOKLYN,40.6786539,-73.91785328
BROOKLYN,40.59745807,-73.96897453
STATEN ISLAND,,
QUEENS,40.64824356,-73.78824186
BROOKLYN,40.64143059,-74.01054322
QUEENS,40.67455214,-73.8035989
BRONX,40.86387409,-73.86739293
MANHATTAN,40.86409962,-73.91808336
STATEN ISLAND,40.57104106,-74.10918334
BROOKLYN,40.66917279,-73.89662195
QUEENS,40.5875389,-73.81150563
BRONX,40.87402333,-73.87930153
MANHATTAN,40.82506704,-73.94028775
BRONX,,
QUEENS,40.73060479,-73.8636351
QUEENS,40.78166276,-73.83442684
BROOKLYN,40.64750316,-73.95814041
BROOKLYN,40.70482471,-73.93401518
MANHATTAN,40.85524054,-73.93685184
MANHATTAN,40.72956232,-73.98814394
MANHATTAN,40.71968947,-73.98856417
MANHATTAN,40.75825054,-73.98906289
MANHATTAN,40.71759025,-74.00340178
QUEENS,40.70440085,-73.79684939
BROOKLYN,40.63288564,-73.94769779
MANHATTAN,40.72368631,-74.00471892
QUEENS,40.76165964,-73.90214938
BROOKLYN,40.64262604,-73.97986808
BROOKLYN,40.64262604,-73.97986808
MANHATTAN,40.8672843,-73.92329664
MANHATTAN,40.80729251,-73.94645539
BROOKLYN,40.6759051,-73.86665991
MANHATTAN,40.8242266,-73.93922261
QUEENS,40.60269756,-73.74926998
QUEENS,40.7526368,-73.91488543
MANHATTAN,40.73850505,-73.9917978
BRONX,40.85575831,-73.86766216
BRONX,40.82220371,-73.89673107
BROOKLYN,40.64262604,-73.97986808
BROOKLYN,40.69217714,-73.90671562
QUEENS,40.72041339,-73.76089085
MANHATTAN,40.74036888,-74.00579908
BROOKLYN,40.67369978,-73.93065724
BROOKLYN,40.70890415,-73.95925247
BROOKLYN,40.72487516,-73.95718626
QUEENS,40.76165964,-73.90214938
MANHATTAN,40.74724188,-74.00079037
QUEENS,40.75855052,-73.82963656
MANHATTAN,40.75689594,-73.96707023
QUEENS,40.71729336,-73.91978251
BRONX,40.81738788,-73.92275804
QUEENS,40.67487089,-73.80705526
QUEENS,40.75795053,-73.82853355
BRONX,40.85444536,-73.86445119
MANHATTAN,40.74038542,-74.00400198
MANHATTAN,40.7692663,-73.958035
BRONX,40.8776253,-73.82808028
QUEENS,40.74367898,-73.82565435
MANHATTAN,40.73814294,-74.00447095
MANHATTAN,40.71676105,-74.00874424
QUEENS,40.77442087,-73.87729411
BRONX,40.81716221,-73.92185149
MANHATTAN,40.73437423,-73.99239007
BROOKLYN,40.63464291,-74.02649227
MANHATTAN,40.75671571,-73.98455846
MANHATTAN,40.75051588,-73.98947922
QUEENS,40.7753389,-73.91167915
QUEENS,40.72649229,-73.85183489
BROOKLYN,40.58730514,-73.96034917
MANHATTAN,40.72955744,-73.9997763
MANHATTAN,40.73024243,-73.98337754
BROOKLYN,40.62451697,-73.9622003
BROOKLYN,40.69184908,-73.98630076
MANHATTAN,40.75251708,-73.99321452
BROOKLYN,40.64037973,-74.00448962
MANHATTAN,40.75051588,-73.98947922
STATEN ISLAND,40.54954062,-74.15072337
BROOKLYN,40.62685109,-73.97642885
QUEENS,40.74773709,-73.891617
MANHATTAN,40.79826244,-73.96914099
MANHATTAN,40.76279282,-73.97148578
MANHATTAN,40.73706104,-73.98866583
MANHATTAN,40.73664233,-73.97817979
BROOKLYN,40.67586823,-73.98081701
BROOKLYN,40.69458076,-73.9935017
BRONX,40.87139651,-73.89307146
BROOKLYN,40.63197311,-74.02236603
BRONX,40.83985006,-73.91794698
QUEENS,40.69194098,-73.83553672
MANHATTAN,40.83783254,-73.93997995
QUEENS,40.5949341,-73.78677256
MANHATTAN,40.7326191,-73.98150067
MANHATTAN,40.7661689,-73.9869786
MANHATTAN,40.80983312,-73.95033668
BROOKLYN,40.58820783,-73.95220089
QUEENS,40.70493021,-73.91129274
MANHATTAN,40.75919182,-73.96228991
MANHATTAN,40.80729251,-73.94645539
MANHATTAN,40.81393838,-73.94841892
QUEENS,40.69578264,-73.74221232
QUEENS,40.71379973,-73.73751819
MANHATTAN,40.75867904,-73.99320307
MANHATTAN,40.73514122,-73.97966692
MANHATTAN,40.75595091,-73.99646271
MANHATTAN,40.76786029,-73.96407563
MANHATTAN,40.76503205,-73.98288873
BROOKLYN,40.6925324,-73.92740664
MANHATTAN,40.75680952,-73.98875993
MANHATTAN,40.7572463,-73.9934992
BROOKLYN,40.68221015,-73.9092498
BRONX,40.8270869,-73.91761222
MANHATTAN,40.79596623,-73.94911906
MANHATTAN,40.75574033,-73.97835762
BROOKLYN,40.65664366,-73.93055964
QUEENS,40.68023785,-73.82121613
STATEN ISLAND,40.57939997,-74.16948167
BRONX,40.82594653,-73.91963346
QUEENS,40.71178148,-73.8592982
MANHATTAN,40.76219004,-73.97613187
BROOKLYN,40.68985319,-73.92270385
BROOKLYN,40.60185101,-73.99366558
QUEENS,40.72220456,-73.86724551
MANHATTAN,40.71225437,-73.99505465
BROOKLYN,40.63278454,-73.97287797
MANHATTAN,40.7606551,-73.99101898
MANHATTAN,40.8181371,-73.96053679
BROOKLYN,40.65026975,-73.8909681
BROOKLYN,40.65782493,-73.90847204
MANHATTAN,40.77778769,-73.94872133
BROOKLYN,40.63278454,-73.97287797
MANHATTAN,40.71518831,-74.0085312
BRONX,40.86244698,-73.90024046
MANHATTAN,40.76082287,-73.99831425
MANHATTAN,40.7681401,-73.95574327
MANHATTAN,40.76411325,-73.98849517
MANHATTAN,40.72972487,-73.99966084
QUEENS,40.58224151,-73.83666008
BROOKLYN,40.70890415,-73.95925247
MANHATTAN,40.74550814,-73.97965293
MANHATTAN,40.71416978,-73.98879598
QUEENS,40.74986691,-73.88309233
BROOKLYN,40.71008604,-73.9333535
MANHATTAN,40.83477988,-73.94436619
BROOKLYN,40.67900642,-73.8640759
MANHATTAN,40.75377016,-73.98155254
MANHATTAN,40.75471831,-73.97367654
QUEENS,40.71044199,-73.79370369
MANHATTAN,40.7745492,-73.96400342
MANHATTAN,40.7745492,-73.96400342
QUEENS,40.72061916,-73.8460614
MANHATTAN,40.75309915,-73.99770447
STATEN ISLAND,40.62497877,-74.07950854
BROOKLYN,40.63370668,-74.01140668
MANHATTAN,40.75178911,-73.98632092
QUEENS,40.75777481,-73.79184976
BROOKLYN,40.66120278,-73.89450773
BRONX,40.86568357,-73.88331173
BROOKLYN,40.63320906,-73.88904683
BROOKLYN,40.64657501,-73.9570311
BROOKLYN,40.65816278,-73.9159791
MANHATTAN,40.75121044,-73.99112131
MANHATTAN,40.76100178,-73.97720079
BRONX,40.83658676,-73.9221503
QUEENS,40.68899599,-73.80407921
MANHATTAN,40.70844123,-74.01339967
BROOKLYN,40.69004556,-73.92304979
MANHATTAN,40.70844123,-74.01339967
QUEENS,40.761043,-73.80390338
MANHATTAN,40.79293276,-73.94790069
MANHATTAN,40.7306224,-74.0004907
QUEENS,40.71108967,-73.85477281
QUEENS,40.7017591,-73.80728039
BROOKLYN,40.69493764,-73.9948648
QUEENS,40.77442087,-73.87729411
MANHATTAN,40.75183485,-73.98000471
BROOKLYN,40.68923663,-73.99257191
BROOKLYN,40.68913782,-73.9926224
BROOKLYN,40.69493764,-73.9948648
BROOKLYN,40.63806571,-74.00773947
MANHATTAN,40.76483254,-73.99022422
BROOKLYN,40.65471674,-73.90710678
QUEENS,40.74461905,-73.95241708
BRONX,40.87283901,-73.85218857
BRONX,40.88877338,-73.84287992
QUEENS,40.75585269,-73.8825801
BROOKLYN,40.63617701,-74.02748371
QUEENS,40.71319992,-73.78149929
BROOKLYN,40.63617701,-74.02748371
BROOKLYN,40.68282211,-73.93799942
MANHATTAN,40.74766357,-73.98480958
MANHATTAN,40.76526596,-73.9876358
BROOKLYN,40.59277293,-73.9607816
BROOKLYN,40.68913782,-73.9926224
MANHATTAN,40.73392138,-73.99279425
BROOKLYN,40.67740654,-73.95552588
BROOKLYN,40.57682703,-73.96509633
BRONX,40.84073528,-73.85303331
MANHATTAN,40.75432881,-73.9985779
MANHATTAN,40.81605597,-73.94550541
BROOKLYN,40.61026603,-73.95469542
MANHATTAN,40.70586991,-74.0076175
MANHATTAN,40.82281976,-73.95361491
BROOKLYN,40.60605889,-74.00389309
MANHATTAN,40.7271881,-73.98805056
QUEENS,40.77279783,-73.91610164
BRONX,40.82099892,-73.89689191
BROOKLYN,40.65085879,-73.94834319
MANHATTAN,40.73509635,-73.99850253
BRONX,40.85415811,-73.84351114
BROOKLYN,40.69346311,-73.9872272
BROOKLYN,40.60884719,-73.97277605
MANHATTAN,40.71522102,-74.01124027
BROOKLYN,40.69138785,-73.93673657
BRONX,,
QUEENS,40.75912736,-73.82993468
MANHATTAN,40.79564721,-73.9710672
MANHATTAN,40.71829556,-73.99427499
BRONX,40.84374742,-73.84554516
BROOKLYN,40.61835474,-74.02892079
MANHATTAN,40.7358592,-73.99324509
MANHATTAN,40.76320714,-73.98542333
MANHATTAN,40.74942596,-73.98693135
BROOKLYN,40.71910223,-73.95533211
BROOKLYN,40.6764834,-73.89804187
BRONX,40.84749783,-73.91188695
BROOKLYN,40.63509705,-74.02035303
BRONX,40.84005201,-73.92858286
BRONX,40.85360075,-73.84337509
QUEENS,40.74878451,-73.8934018
QUEENS,40.65498172,-73.83884983
MANHATTAN,40.71305572,-74.00722514
MANHATTAN,40.74482047,-73.98880526
QUEENS,40.75850914,-73.83324268
BRONX,40.82925261,-73.89725131
MANHATTAN,40.7693804,-73.98837874
MANHATTAN,40.75660272,-73.9687488
QUEENS,40.78300679,-73.77692262
BROOKLYN,40.67697726,-73.92240872
BROOKLYN,40.59541338,-73.98304742
MANHATTAN,40.74572744,-73.97812268
BROOKLYN,40.69531098,-73.99621349
BROOKLYN,40.57820788,-73.95757546
BRONX,40.82100179,-73.89105689
QUEENS,40.74494331,-73.95335155
MANHATTAN,40.71343185,-73.99454955
BROOKLYN,40.69090484,-73.98599085
QUEENS,40.76747928,-73.89986647
QUEENS,40.75587722,-73.88241402
BROOKLYN,40.62629107,-74.02395642
QUEENS,40.7557629,-73.88335269
BROOKLYN,40.63129729,-74.0026264
MANHATTAN,40.74333927,-73.9768676
BRONX,40.87739343,-73.86649088
MANHATTAN,40.76669612,-73.96281273
BROOKLYN,40.64708939,-73.98187754
BRONX,40.82925261,-73.89725131
QUEENS,,
QUEENS,40.71117956,-73.79174998
BRONX,40.83265264,-73.89055359
BROOKLYN,40.64377285,-73.97715076
BROOKLYN,40.68682657,-73.99041234
BROOKLYN,40.63265946,-73.96689375
QUEENS,40.73346548,-73.86418492
MANHATTAN,40.75416175,-73.97655705
BROOKLYN,40.66841084,-73.92245113
BROOKLYN,40.65902404,-73.90802347
MANHATTAN,40.71895163,-73.99617607
MANHATTAN,40.76741844,-73.95629248
MANHATTAN,40.80573615,-73.94064464
MANHATTAN,40.72134776,-73.99482308
QUEENS,40.74532592,-73.9561121
BROOKLYN,40.66079824,-73.99766079
MANHATTAN,40.78551653,-73.94798233
MANHATTAN,40.73763645,-73.98109873
QUEENS,40.76257918,-73.8017871
QUEENS,40.75850914,-73.83324268
BROOKLYN,40.67446034,-73.98188091
QUEENS,40.68954943,-73.82745821
MANHATTAN,40.73142377,-74.00485657
MANHATTAN,40.8418229,-73.93913426
MANHATTAN,40.70359133,-74.0125331
BROOKLYN,40.69349897,-73.98891124
MANHATTAN,40.70996512,-74.00721759
MANHATTAN,40.70359133,-74.0125331
BRONX,40.86591166,-73.83043169
MANHATTAN,40.78590379,-73.9725881
STATEN ISLAND,40.53770042,-74.15000951
MANHATTAN,40.79761101,-73.93919996
BROOKLYN,40.65762944,-73.96033981
BRONX,40.8604211,-73.89081879
MANHATTAN,40.74042385,-74.00409581
BROOKLYN,40.65751415,-73.96031465
BRONX,40.82694213,-73.88342303
BROOKLYN,40.64657501,-73.9570311
MANHATTAN,40.75226889,-73.98225316
BROOKLYN,40.61624627,-74.03072444
MANHATTAN,40.7630994,-73.96828008
QUEENS,40.66421819,-73.76024883
BROOKLYN,40.64443154,-73.92959942
STATEN ISLAND,40.52508212,-74.2366191
QUEENS,40.7231421,-73.81992131
QUEENS,40.67922958,-73.77811341
MANHATTAN,40.71266026,-73.9898928
QUEENS,40.7204326,-73.76089078
MANHATTAN,40.79862673,-73.93952048
BROOKLYN,40.61263765,-74.01157237
QUEENS,40.74721351,-73.88385127
MANHATTAN,,
BROOKLYN,40.59024918,-73.96531614
BRONX,40.85812478,-73.86812379
BROOKLYN,40.66699154,-73.9306534
BRONX,40.88109758,-73.88311471
MANHATTAN,40.75407587,-73.99010308
QUEENS,40.71184518,-73.85975978
MANHATTAN,40.79817026,-73.9636692
MANHATTAN,40.76757174,-73.98967147
MANHATTAN,40.72994973,-73.99296065
BRONX,40.82726818,-73.90695261
QUEENS,40.75546926,-73.88614331
MANHATTAN,40.75909814,-73.97047666
MANHATTAN,40.75788207,-73.98343922
MANHATTAN,40.77116239,-73.9566294
QUEENS,40.74623178,-73.89036715
MANHATTAN,40.73424238,-73.99089625
BROOKLYN,40.69746273,-73.99301817
MANHATTAN,40.70649252,-74.0127248
QUEENS,40.70195801,-73.80969982
QUEENS,40.70195801,-73.80969982
BROOKLYN,40.6644219,-73.95098202
MANHATTAN,40.76550976,-73.98374417
BRONX,40.85159252,-73.84403408
QUEENS,40.76331744,-73.92819586
BRONX,40.83349575,-73.85823857
BROOKLYN,40.67507597,-73.98800221
MANHATTAN,40.80733787,-73.96439026
MANHATTAN,40.71867958,-73.99063142
QUEENS,40.74034702,-73.89628056
MANHATTAN,40.7216031,-73.99733758
BROOKLYN,40.63986095,-74.00503007
BROOKLYN,40.66595172,-73.93140785
BRONX,40.85379996,-73.90871927
BROOKLYN,40.69340015,-73.98891486
MANHATTAN,40.7236309,-73.98815943
MANHATTAN,40.74753476,-73.98637232
BROOKLYN,40.60119295,-73.9344417
QUEENS,40.75198615,-73.9310991
BRONX,40.84953128,-73.86355756
MANHATTAN,40.74278312,-73.98276092
MANHATTAN,40.73521408,-73.99171521
MANHATTAN,40.73573294,-74.00667191
BRONX,40.84490185,-73.8900961
MANHATTAN,40.73951266,-73.99897155
MANHATTAN,40.7068663,-74.00699002
MANHATTAN,40.71725266,-73.99747844
STATEN ISLAND,40.6130914,-74.15866828
BROOKLYN,40.64160031,-73.98526252
QUEENS,40.73844369,-73.88626984
BROOKLYN,40.58818042,-73.95229452
STATEN ISLAND,40.59856252,-74.07999923
MANHATTAN,40.76781512,-73.98225985
QUEENS,40.742289,-73.9185507
BROOKLYN,40.68712573,-73.99021037
QUEENS,40.74695088,-73.89033348
MANHATTAN,40.71967858,-73.98944801
BROOKLYN,40.62020263,-74.00754648
MANHATTAN,40.77853622,-73.95333524
QUEENS,,
MANHATTAN,40.7574069,-73.96866902
MANHATTAN,40.72309621,-73.99580064
MANHATTAN,40.73341063,-73.98988244
QUEENS,40.73713914,-73.70921876
MANHATTAN,40.75662327,-73.99396128
BRONX,40.80772433,-73.91964101
QUEENS,40.75649761,-73.92959287
MANHATTAN,40.71615979,-74.01062718
BRONX,40.80772433,-73.91964101
QUEENS,40.65778572,-73.7703096
BRONX,40.88088723,-73.90854105
BROOKLYN,40.69585709,-73.93321987
BRONX,40.80772433,-73.91964101
