Borough,Latitude,Longitude
STATEN ISLAND,40.54108697,-74.17735742
BROOKLYN,40.59833673,-73.9610376
MANHATTAN,40.78174143,-73.97934216
BROOKLYN,40.62527523,-74.0022443
QUEENS,40.71231272,-73.82623057
STATEN ISLAND,40.6134129,-74.15840971
BROOKLYN,40.61913199,-73.99018072
QUEENS,40.74189564,-73.92539332
BROOKLYN,40.67966471,-73.93633308
MANHATTAN,40.72783372,-73.99849909
MANHATTAN,40.71977509,-73.99711398
BROOKLYN,40.59284857,-73.92515297
QUEENS,40.71125594,-73.79300861
MANHATTAN,40.74206643,-73.98080156
MANHATTAN,40.72829069,-73.98191679
BROOKLYN,40.70052776,-73.94160386
MANHATTAN,40.75524246,-73.97327568
STATEN ISLAND,40.60747066,-74.16021075
MANHATTAN,40.7231511,-73.99577899
MANHATTAN,40.71951097,-73.98772004
QUEENS,40.73329372,-73.79457109
QUEENS,40.75361168,-73.93217661
QUEENS,40.60533454,-73.75527434
MANHATTAN,40.73917273,-73.97686183
QUEENS,40.67374836,-73.84323147
QUEENS,40.74591558,-73.88419277
MANHATTAN,40.8016669,-73.9488113
BROOKLYN,40.59118576,-73.94011523
BRONX,40.88064211,-73.88326378
QUEENS,40.7507618,-73.87036109
MANHATTAN,40.80437581,-73.93742024
QUEENS,40.75980638,-73.93664632
MANHATTAN,40.750305,-74.00227378
MANHATTAN,40.74763909,-73.98661771
QUEENS,40.75305394,-73.91480189
MANHATTAN,40.76411325,-73.98849517
BROOKLYN,40.66264955,-73.98181924
STATEN ISLAND,40.63050223,-74.08943335
BROOKLYN,40.63271314,-74.02726971
MANHATTAN,40.74371178,-73.97330918
MANHATTAN,40.73049887,-74.00196281
BROOKLYN,40.68181144,-73.87868316
BRONX,40.85282981,-73.86774751
BRONX,40.86747553,-73.89740195
MANHATTAN,40.78236989,-73.97887977
MANHATTAN,40.74115907,-73.98987404
BROOKLYN,40.6701181,-73.92246717
MANHATTAN,40.79044135,-73.974865
BROOKLYN,40.61291685,-73.98239826
BRONX,40.84441779,-73.91490534
MANHATTAN,40.77834664,-73.95286598
QUEENS,40.75351666,-73.82237297
BROOKLYN,40.71420327,-73.95646806
MANHATTAN,40.7379177,-73.99222367
QUEENS,40.69236377,-73.86055081
STATEN ISLAND,40.57198618,-74.10822021
MANHATTAN,40.74853976,-73.97314123
BROOKLYN,40.57826835,-73.95780942
MANHATTAN,40.75987805,-73.98784977
MANHATTAN,40.84629914,-73.93840728
BRONX,40.83244374,-73.86443458
QUEENS,40.74256943,-73.95417601
BROOKLYN,40.66393268,-73.9244244
QUEENS,40.75772667,-73.77926327
QUEENS,40.76890492,-73.83615173
BROOKLYN,40.69252139,-73.92734895
QUEENS,40.7469428,-73.89049951
BRONX,40.84575058,-73.91710117
MANHATTAN,40.74129125,-74.00141461
QUEENS,40.76142089,-73.83106952
MANHATTAN,40.71932495,-73.99730159
QUEENS,40.76890492,-73.83615173
BROOKLYN,40.69438107,-73.95779364
MANHATTAN,40.73756386,-73.99730085
MANHATTAN,40.75050345,-73.97886461
QUEENS,40.78319807,-73.80849628
BROOKLYN,40.65038813,-73.958708
BROOKLYN,40.6786539,-73.91785328
MANHATTAN,40.8553728,-73.93778797
STATEN ISLAND,40.57256744,-74.16995748
MANHATTAN,40.74279129,-73.98236395
MANHATTAN,40.77383563,-73.95625939
MANHATTAN,40.72702928,-74.00737819
BROOKLYN,40.71111797,-73.94931368
QUEENS,40.69523808,-73.84186108
BROOKLYN,40.69317475,-73.97116937
QUEENS,40.74755461,-73.88459774
MANHATTAN,40.85026102,-73.93571435
BROOKLYN,40.59398068,-73.96087451
BROOKLYN,40.65618394,-73.93780073
BROOKLYN,40.67223885,-73.95741471
BROOKLYN,40.69072751,-73.95706755
MANHATTAN,40.74443391,-73.99540953
BROOKLYN,40.6803904,-73.94955696
MANHATTAN,40.75613912,-73.98316894
BROOKLYN,40.57286873,-73.99506856
MANHATTAN,40.72404773,-73.98498092
BROOKLYN,40.67646824,-73.91299979
MANHATTAN,40.77859115,-73.95341825
QUEENS,40.71582169,-73.90148079
BROOKLYN,40.68481201,-73.99176113
BROOKLYN,40.70072555,-73.94193188
BROOKLYN,40.67795586,-73.94974628
MANHATTAN,40.80794548,-73.94586605
MANHATTAN,40.76036427,-73.97376455
QUEENS,40.7489831,-73.8915031
QUEENS,40.5806455,-73.83769359
MANHATTAN,40.75568429,-73.97294344
BROOKLYN,40.66562657,-73.90969771
MANHATTAN,40.73142377,-74.00485657
QUEENS,40.67945699,-73.85762141
BRONX,40.85343134,-73.90767511
MANHATTAN,40.73040161,-73.98324039
BROOKLYN,40.58956616,-73.93979624
BROOKLYN,40.69200305,-73.98869152
QUEENS,40.74879342,-73.75656272
MANHATTAN,40.7867334,-73.97572224
QUEENS,40.74322829,-73.91938679
BROOKLYN,40.67295985,-73.96281453
MANHATTAN,40.75613912,-73.98316894
MANHATTAN,40.75680952,-73.98875993
QUEENS,40.72784631,-73.89209674
MANHATTAN,40.78964922,-73.94607594
MANHATTAN,40.7904406,-73.94801099
MANHATTAN,40.76160747,-73.99031494
QUEENS,40.73259741,-73.92273726
MANHATTAN,40.87017723,-73.91546897
BRONX,40.81180037,-73.92386995
BROOKLYN,40.65316507,-73.94983703
MANHATTAN,40.76269291,-73.96732728
QUEENS,40.70938646,-73.86960835
MANHATTAN,40.7226845,-73.99598826
MANHATTAN,40.71177964,-73.99970061
BROOKLYN,40.67543679,-73.97795827
QUEENS,40.71045565,-73.79366758
BROOKLYN,40.6566758,-73.95020562
MANHATTAN,40.71426573,-73.98762361
MANHATTAN,40.78075071,-73.98005741
QUEENS,40.69452862,-73.84906426
BRONX,40.85381532,-73.90733117
QUEENS,40.7334738,-73.73612727
QUEENS,40.75910058,-73.83415805
BROOKLYN,40.67780455,-73.91617067
QUEENS,40.702415,-73.81731564
QUEENS,40.70334175,-73.80020319
BROOKLYN,40.67064303,-73.93222133
BROOKLYN,40.71795369,-73.95942009
STATEN ISLAND,40.58298431,-74.09623158
MANHATTAN,40.72114459,-73.99370114
MANHATTAN,40.75645324,-74.00150156
QUEENS,40.70211544,-73.82056237
MANHATTAN,40.75304146,-74.00397026
MANHATTAN,40.74865481,-73.98809723
MANHATTAN,40.81424844,-73.93715446
MANHATTAN,40.73300955,-73.98648715
MANHATTAN,40.73907305,-73.98978415
BROOKLYN,40.58366941,-73.94338012
MANHATTAN,40.75399381,-73.97418936
MANHATTAN,40.73271086,-74.00831334
MANHATTAN,40.71601471,-74.00474362
MANHATTAN,40.77510588,-73.98789032
QUEENS,40.72044002,-73.84552068
MANHATTAN,40.73440742,-73.99983763
BROOKLYN,40.69080123,-73.92434346
BRONX,40.83358299,-73.92901984
QUEENS,40.75615129,-73.92880637
MANHATTAN,40.79553054,-73.93426115
MANHATTAN,40.79860294,-73.95329589
BRONX,40.87332787,-73.87830482
MANHATTAN,40.80541362,-73.96374471
BROOKLYN,40.60993578,-73.92228135
QUEENS,40.76096136,-73.83028015
QUEENS,40.73002457,-73.7782221
MANHATTAN,40.80506315,-73.9511927
STATEN ISLAND,40.62507793,-74.14839388
QUEENS,40.66622163,-73.85108924
BRONX,40.83510002,-73.91945617
MANHATTAN,40.75411057,-73.9690676
MANHATTAN,40.76915732,-73.98242917
BRONX,40.87080969,-73.86716939
BRONX,40.87488088,-73.85860956
BRONX,40.86952391,-73.82688275
MANHATTAN,40.74195453,-73.98508876
BRONX,40.82309587,-73.89687782
BRONX,40.86252123,-73.90039942
QUEENS,40.74753565,-73.88485401
MANHATTAN,40.75685656,-73.99376273
MANHATTAN,40.75987805,-73.98784977
MANHATTAN,40.7262994,-74.00194104
MANHATTAN,40.74195453,-73.98508876
MANHATTAN,40.71542739,-74.002673
MANHATTAN,40.79603218,-73.94928514
BROOKLYN,40.68037373,-73.94911712
MANHATTAN,40.84985226,-73.9360762
MANHATTAN,40.77461174,-73.94808472
MANHATTAN,40.75614183,-73.96959725
MANHATTAN,40.75942004,-73.99192156
MANHATTAN,40.76568038,-73.98736136
QUEENS,40.74640764,-73.89961303
QUEENS,40.71227966,-73.8261477
QUEENS,40.73380013,-73.81480121
BROOKLYN,40.62909038,-74.00544716
QUEENS,40.71269739,-73.90059444
BRONX,40.86954926,-73.82731657
BROOKLYN,40.6937071,-73.98478581
MANHATTAN,40.71869871,-74.01040753
MANHATTAN,40.7587875,-73.98125156
QUEENS,40.75405644,-73.90851667
MANHATTAN,40.75013057,-73.98124677
BROOKLYN,40.63601265,-73.97391072
BRONX,40.81767485,-73.91703137
MANHATTAN,40.75371667,-73.99605136
MANHATTAN,40.75614586,-73.96451148
MANHATTAN,40.72806703,-73.99895369
BROOKLYN,40.68597002,-73.91584671
MANHATTAN,40.75636329,-73.97785209
BROOKLYN,40.57692845,-73.9646643
MANHATTAN,40.7538792,-73.96615856
MANHATTAN,40.76137509,-73.96614031
MANHATTAN,40.748732,-73.97362477
BROOKLYN,40.68290024,-73.94042226
BROOKLYN,40.65257673,-73.88670092
MANHATTAN,40.76562484,-73.98239761
BROOKLYN,40.63601265,-73.97391072
BRONX,40.86168653,-73.84328736
BROOKLYN,40.68140204,-73.94692783
MANHATTAN,40.76364649,-73.96213939
BROOKLYN,40.6742128,-73.86302939
MANHATTAN,40.71728005,-73.99542944
BROOKLYN,40.68140204,-73.94692783
MANHATTAN,40.76968779,-73.98812958
BROOKLYN,40.66160805,-73.92065325
BROOKLYN,40.63755382,-73.96831094
BROOKLYN,40.61870305,-73.98357461
MANHATTAN,40.75099842,-73.98471137
BRONX,40.84320231,-73.88667263
BRONX,40.88835957,-73.91019082
BROOKLYN,40.57287421,-73.99490298
BROOKLYN,40.68256676,-73.94315193
BROOKLYN,40.68256676,-73.94315193
STATEN ISLAND,40.58983225,-74.16431982
MANHATTAN,40.71054693,-74.00840797
QUEENS,40.74700487,-73.88381193
BROOKLYN,40.6702531,-73.98541841
MANHATTAN,40.80174149,-73.96475806
QUEENS,40.70334922,-73.7920233
MANHATTAN,40.73771952,-73.98628772
QUEENS,40.6786226,-73.83312878
BROOKLYN,40.66975263,-73.86082519
STATEN ISLAND,40.58117078,-74.09854379
QUEENS,40.73823583,-73.81490796
MANHATTAN,40.7444834,-73.99906531
QUEENS,40.68690409,-73.82245306
BROOKLYN,40.68256676,-73.94315193
MANHATTAN,40.76183025,-73.94980212
QUEENS,40.744082,-73.85944652
MANHATTAN,40.80821108,-73.95055462
QUEENS,40.72064946,-73.90779051
STATEN ISLAND,40.62474019,-74.07919485
QUEENS,40.75868414,-73.82904784
BROOKLYN,40.7239489,-73.95388937
BRONX,40.90544032,-73.90084518
BRONX,40.82098392,-73.89248406
MANHATTAN,40.75278693,-73.97810232
BRONX,40.83203749,-73.85105419
MANHATTAN,40.7442995,-73.9992241
STATEN ISLAND,40.57301868,-74.13617997
MANHATTAN,40.73044898,-73.98922982
MANHATTAN,40.73692158,-73.99717097
QUEENS,40.73670667,-73.81470292
BROOKLYN,40.68707693,-73.9757441
MANHATTAN,40.75094374,-73.97140062
MANHATTAN,40.72302927,-73.983787
MANHATTAN,40.76641208,-73.97940828
BROOKLYN,40.70246645,-73.99316913
MANHATTAN,40.72741912,-73.99392063
STATEN ISLAND,40.61430053,-74.08474008
BROOKLYN,40.63601265,-73.97391072
QUEENS,40.73640149,-73.87812189
MANHATTAN,40.87110957,-73.9142999
STATEN ISLAND,40.63056501,-74.08989098
BROOKLYN,40.68727394,-73.99010939
BROOKLYN,40.66326201,-73.96116548
MANHATTAN,40.73787622,-73.98850331
BRONX,40.86023186,-73.89097455
BROOKLYN,40.66022221,-73.950567
QUEENS,40.71980806,-73.84502791
MANHATTAN,40.74407294,-73.98142892
MANHATTAN,40.75864609,-73.96374851
MANHATTAN,40.72153671,-73.98873702
BROOKLYN,40.59791682,-73.96116748
MANHATTAN,40.70723973,-74.00392064
MANHATTAN,40.73099515,-73.98884006
MANHATTAN,40.7702689,-73.96021857
MANHATTAN,40.79233994,-73.97160675
BROOKLYN,40.69732821,-73.99253855
MANHATTAN,40.8149985,-73.94393476
QUEENS,40.70554653,-73.81037125
QUEENS,40.70914269,-73.79776914
MANHATTAN,40.76787002,-73.9823176
QUEENS,40.7608493,-73.92299687
QUEENS,,
MANHATTAN,40.76406836,-73.98110206
QUEENS,40.68719588,-73.85217461
MANHATTAN,40.73926829,-73.99544598
MANHATTAN,40.77638923,-73.97952074
BROOKLYN,40.66045038,-73.93978633
BROOKLYN,40.60442294,-73.97436242
MANHATTAN,40.70844739,-74.00484769
BROOKLYN,40.67725967,-73.97987204
MANHATTAN,40.7630649,-73.98991403
MANHATTAN,40.76389863,-73.97020018
BRONX,40.82192075,-73.92910092
BRONX,40.82158153,-73.89170268
MANHATTAN,40.76254337,-73.98962171
QUEENS,40.68633546,-73.82393652
MANHATTAN,40.79177017,-73.94454298
QUEENS,40.75594133,-73.83604285
MANHATTAN,40.75632239,-73.96745673
BROOKLYN,40.63002281,-73.96158112
MANHATTAN,40.79382503,-73.97237898
MANHATTAN,40.74653034,-73.98781972
MANHATTAN,40.72335386,-73.99005714
MANHATTAN,40.78137527,-73.94919159
BRONX,40.87540989,-73.86027901
STATEN ISLAND,40.64442368,-74.0822307
MANHATTAN,40.72687551,-73.99161162
BROOKLYN,40.66065647,-73.88578612
BROOKLYN,40.67923168,-73.92810252
BROOKLYN,40.68692043,-73.97554223
BROOKLYN,40.68692043,-73.97554223
MANHATTAN,40.78080114,-73.95462994
MANHATTAN,40.76901556,-73.96321939
BROOKLYN,40.64305679,-73.97884099
BROOKLYN,40.67923168,-73.92810252
MANHATTAN,40.85016772,-73.9357542
QUEENS,40.72856588,-73.85501254
BROOKLYN,40.67923168,-73.92810252
BROOKLYN,40.67413684,-73.95380845
BRONX,40.85282981,-73.86774751
MANHATTAN,40.7704731,-73.99176137
BRONX,40.82186669,-73.89737833
QUEENS,40.69439419,-73.75239789
BROOKLYN,40.67321986,-73.98294473
BROOKLYN,40.57820788,-73.95757546
QUEENS,40.76976444,-73.78914071
BRONX,40.83727729,-73.88750669
BROOKLYN,40.61255588,-74.00073835
BRONX,40.85707496,-73.89045917
MANHATTAN,40.8172264,-73.94229989
STATEN ISLAND,40.63676262,-74.13493729
BROOKLYN,40.66246354,-73.96195171
MANHATTAN,40.72931846,-73.99346945
STATEN ISLAND,40.592677,-74.06827204
QUEENS,40.60524354,-73.7550766
BRONX,40.80755936,-73.9192258
MANHATTAN,40.71713739,-73.99755059
QUEENS,40.59442904,-73.78825048
QUEENS,40.75328388,-73.90690797
BRONX,40.82186669,-73.89737833
MANHATTAN,40.77872397,-73.9561623
MANHATTAN,40.76431686,-73.9957836
MANHATTAN,40.74499613,-73.98877275
BROOKLYN,40.67484062,-73.97522221
BRONX,40.85841744,-73.88513561
QUEENS,40.67991719,-73.85039887
BROOKLYN,40.6410953,-74.01447433
BROOKLYN,40.6390839,-74.00940785
QUEENS,40.73752982,-73.70741641
BROOKLYN,40.7140795,-73.95580441
MANHATTAN,40.73047416,-74.00254732
BROOKLYN,40.6807812,-73.96773156
MANHATTAN,40.73773071,-73.98817857
MANHATTAN,40.75617774,-73.970496
QUEENS,40.75978507,-73.82923633
QUEENS,40.71074102,-73.85255884
QUEENS,40.71074102,-73.85255884
MANHATTAN,40.73561763,-73.99271107
STATEN ISLAND,40.54259949,-74.20833272
BRONX,40.85865213,-73.85042703
QUEENS,40.69356903,-73.75544452
MANHATTAN,40.73466773,-73.98991833
MANHATTAN,40.74043482,-74.00412828
STATEN ISLAND,40.56150359,-74.11947163
STATEN ISLAND,40.60504025,-74.12083161
QUEENS,40.76197072,-73.92538166
MANHATTAN,40.73393807,-73.99963556
MANHATTAN,40.79285038,-73.97125622
QUEENS,40.71354881,-73.77878553
MANHATTAN,40.83986671,-73.94063948
BROOKLYN,40.70309992,-73.98664829
BROOKLYN,40.68263437,-73.98251326
MANHATTAN,40.74606538,-73.97995592
MANHATTAN,40.75983767,-73.96492101
BRONX,40.86928198,-73.82480439
MANHATTAN,40.82283051,-73.95306933
BROOKLYN,40.63597511,-73.97814065
MANHATTAN,40.74400768,-73.98569458
QUEENS,40.7607385,-73.91757878
MANHATTAN,40.79630582,-73.97059018
MANHATTAN,40.77971385,-73.94728999
MANHATTAN,40.81070997,-73.94704508
BROOKLYN,40.7140795,-73.95580441
MANHATTAN,40.75152199,-73.98022136
BROOKLYN,40.67292895,-73.9831611
QUEENS,40.64824356,-73.78824186
MANHATTAN,40.72679882,-74.00561029
BROOKLYN,40.57907875,-73.95970967
STATEN ISLAND,40.62548412,-74.07495928
STATEN ISLAND,40.62594784,-74.07520116
STATEN ISLAND,40.62548412,-74.07495928
BRONX,,
QUEENS,40.74050513,-73.9228616
MANHATTAN,40.72909288,-73.98730335
MANHATTAN,40.79159626,-73.97217406
BROOKLYN,40.67243883,-73.87431657
QUEENS,40.78145576,-73.84141438
QUEENS,40.74848187,-73.89262994
QUEENS,40.74717218,-73.89215927
MANHATTAN,40.76310212,-73.95944673
QUEENS,40.70048382,-73.90134116
BRONX,40.82724502,-73.9240474
MANHATTAN,40.77792945,-73.98208023
BRONX,40.83037575,-73.89185459
QUEENS,40.7259654,-73.87011349
MANHATTAN,40.80320163,-73.9565435
MANHATTAN,40.75185553,-73.97366684
QUEENS,40.73939172,-73.92024306
MANHATTAN,40.78008357,-73.97909714
MANHATTAN,40.81320905,-73.93875581
MANHATTAN,40.81070997,-73.94704508
BROOKLYN,40.66718306,-73.90996235
QUEENS,40.74063277,-73.75894539
BRONX,40.85873431,-73.88093798
QUEENS,40.76295376,-73.83195727
BROOKLYN,40.63221113,-74.0068489
BRONX,40.81979155,-73.91039897
QUEENS,40.75843859,-73.91783791
BROOKLYN,40.67349838,-73.86704685
MANHATTAN,40.75613305,-73.96760482
MANHATTAN,40.78704667,-73.97758549
QUEENS,40.76514339,-73.81366716
MANHATTAN,40.74188373,-73.99039359
MANHATTAN,40.72161683,-73.99733397
BROOKLYN,40.615487,-73.96342645
BROOKLYN,40.67899357,-73.86481502
MANHATTAN,40.74201587,-74.00088775
QUEENS,40.71735638,-73.73968306
MANHATTAN,40.7287944,-74.00043657
STATEN ISLAND,40.58625381,-74.09234795
BROOKLYN,40.60886359,-73.97248432
BROOKLYN,40.66384438,-73.88702421
BROOKLYN,40.65004834,-73.93121158
MANHATTAN,40.75810935,-73.98008946
BROOKLYN,40.61496019,-73.99440632
BRONX,40.85450403,-73.86770442
BRONX,40.83898318,-73.91859133
QUEENS,40.74989848,-73.93781067
BROOKLYN,40.66940562,-73.91260166
MANHATTAN,40.86794106,-73.92038536
QUEENS,40.71728557,-73.83510983
QUEENS,40.7017352,-73.88346886
QUEENS,40.73272359,-73.82495055
STATEN ISLAND,40.56453696,-74.13169974
MANHATTAN,40.78305911,-73.98053336
BROOKLYN,40.67425273,-73.96308779
BRONX,40.85023185,-73.87632289
QUEENS,40.68719588,-73.85217461
MANHATTAN,40.76867358,-73.95844332
STATEN ISLAND,40.63647076,-74.07611738
STATEN ISLAND,40.54259949,-74.20833272
BROOKLYN,40.66337731,-73.984526
QUEENS,40.74917626,-73.88969822
BROOKLYN,40.68762039,-73.95695417
QUEENS,40.74908933,-73.89064034
MANHATTAN,40.80288579,-73.96393753
BROOKLYN,40.62272803,-74.02539245
MANHATTAN,40.78174143,-73.97934216
BROOKLYN,40.68472144,-73.99183686
BROOKLYN,40.67639568,-73.98374426
MANHATTAN,40.73595507,-73.99047744
MANHATTAN,40.79763571,-73.93419768
MANHATTAN,40.73108609,-73.99360639
MANHATTAN,40.74641702,-73.98183247
MANHATTAN,40.79363514,-73.94160526
MANHATTAN,40.75603139,-73.97902528
QUEENS,40.58040335,-73.83155258
QUEENS,40.76536705,-73.93154011
QUEENS,40.76366841,-73.77050038
BRONX,40.85043265,-73.78796687
MANHATTAN,40.74371178,-73.97330918
BROOKLYN,40.58356518,-73.94943209
QUEENS,40.75845424,-73.92467089
MANHATTAN,40.75399381,-73.97418936
QUEENS,40.75508992,-73.82814749
MANHATTAN,40.84644321,-73.93584093
BROOKLYN,40.615487,-73.96342645
QUEENS,40.73584067,-73.74629
MANHATTAN,40.72918133,-73.99581108
BROOKLYN,40.59875805,-73.9571663
BROOKLYN,40.62520285,-73.96124887
BROOKLYN,40.60531086,-73.98133787
QUEENS,40.66346602,-73.84094517
BRONX,40.81953104,-73.81753607
MANHATTAN,40.76420382,-73.98841574
MANHATTAN,40.76897104,-73.98495996
QUEENS,40.68810761,-73.83248123
MANHATTAN,40.76047615,-73.98566578
MANHATTAN,40.71382173,-73.9986978
MANHATTAN,40.72597827,-74.00133491
MANHATTAN,40.79318722,-73.94056193
MANHATTAN,,
MANHATTAN,40.86579602,-73.92650526
MANHATTAN,40.79318722,-73.94056193
BROOKLYN,40.68247858,-73.86882088
QUEENS,40.76215733,-73.81551291
QUEENS,40.70020567,-73.90680897
QUEENS,40.58276615,-73.83500634
QUEENS,40.74326414,-73.91962854
STATEN ISLAND,40.62510489,-74.14876859
MANHATTAN,40.70535333,-74.01373087
QUEENS,40.74333598,-73.92031412
BROOKLYN,40.64385962,-74.01162823
MANHATTAN,40.76048574,-73.96597471
BROOKLYN,40.59893856,-73.95547732
QUEENS,40.76215733,-73.81551291
BROOKLYN,40.68080314,-73.92606738
QUEENS,40.71044199,-73.79370369
MANHATTAN,40.79229604,-73.97163927
MANHATTAN,40.86642889,-73.9247149
BROOKLYN,40.69324939,-73.97336544
QUEENS,40.75424245,-73.89796256
MANHATTAN,40.74259481,-73.99302066
MANHATTAN,40.71521279,-74.01122945
MANHATTAN,40.80594936,-73.96541687
BRONX,40.81048627,-73.92481069
QUEENS,40.71767715,-73.85700226
STATEN ISLAND,40.61300538,-74.1236698
MANHATTAN,40.83826245,-73.9380714
QUEENS,40.76640109,-73.92177748
MANHATTAN,40.7670423,-73.99379788
MANHATTAN,40.72615001,-73.98347597
QUEENS,40.70917823,-73.82993227
BROOKLYN,40.6078975,-73.97283406
MANHATTAN,40.75280088,-73.97928617
QUEENS,40.75424508,-73.93584672
MANHATTAN,40.71362959,-73.99796555
BROOKLYN,40.6711685,-73.92532824
BROOKLYN,40.68889411,-73.91709786
BROOKLYN,40.59010146,-73.93991097
MANHATTAN,40.72201915,-73.98344452
BRONX,40.80614201,-73.92579812
MANHATTAN,40.73529393,-74.00325835
BRONX,40.82840019,-73.88133192
BROOKLYN,40.67044865,-73.90566095
QUEENS,40.74738662,-73.889629
MANHATTAN,40.77782203,-73.9797911
MANHATTAN,40.74244461,-73.97753914
BROOKLYN,40.71349314,-73.95152668
MANHATTAN,40.75798893,-73.96917409
MANHATTAN,40.73690476,-73.99050256
BROOKLYN,40.66778094,-73.90592426
MANHATTAN,40.73690476,-73.99050256
MANHATTAN,40.74418669,-73.99186927
MANHATTAN,40.73690476,-73.99050256
BROOKLYN,40.73183065,-73.95792507
MANHATTAN,40.73585381,-73.99538126
MANHATTAN,40.72316704,-73.98819198
MANHATTAN,40.85532881,-73.93765426
BRONX,40.822231,-73.86709655
MANHATTAN,40.74201587,-74.00088775
BRONX,40.85448349,-73.86655133
BRONX,40.83214306,-73.91076177
BROOKLYN,40.68269425,-73.97946659
QUEENS,40.76536705,-73.93154011
MANHATTAN,40.76705538,-73.98632501
BROOKLYN,40.58546277,-73.95159801
BROOKLYN,40.71406838,-73.95543288
BRONX,40.8265209,-73.90275499
BROOKLYN,40.60225178,-73.99432455
QUEENS,40.67851992,-73.75440369
QUEENS,40.6807325,-73.76371196
BROOKLYN,40.70224932,-73.91594157
BROOKLYN,40.68080314,-73.92606738
BRONX,40.83417796,-73.8289948
MANHATTAN,40.73151718,-74.00186181
BROOKLYN,40.72972315,-73.95924335
MANHATTAN,40.75739318,-73.96867985
MANHATTAN,40.75415448,-73.96903509
MANHATTAN,40.73260957,-74.00276389
BRONX,40.87432431,-73.8568751
MANHATTAN,40.73761601,-73.99742354
MANHATTAN,40.7639691,-73.96692956
MANHATTAN,40.7237923,-73.98370384
BROOKLYN,40.69698634,-73.93522383
BROOKLYN,40.62782006,-73.96573973
BROOKLYN,40.68288808,-73.96402045
BRONX,40.83653782,-73.88916309
MANHATTAN,40.78142951,-73.95417815
MANHATTAN,40.78727694,-73.97614455
BROOKLYN,40.67269847,-73.93634333
BROOKLYN,40.6908382,-73.98070813
BROOKLYN,40.67604244,-73.90558814
BROOKLYN,40.63398135,-74.02677664
BRONX,40.84406283,-73.82977537
BROOKLYN,40.60801593,-74.003886
BROOKLYN,40.6633358,-73.96022828
MANHATTAN,40.76412325,-73.98103707
MANHATTAN,40.74999459,-73.99212121
MANHATTAN,40.76098996,-73.97330948
BRONX,40.82762118,-73.91261065
BRONX,40.82762118,-73.91261065
BROOKLYN,40.61989015,-73.96504139
QUEENS,40.69835432,-73.820064
STATEN ISLAND,40.62962214,-74.07666438
BROOKLYN,40.58624754,-73.9662579
BRONX,40.84243166,-73.89014717
STATEN ISLAND,40.62699139,-74.16429242
BROOKLYN,40.57430106,-73.98866106
BROOKLYN,40.68448673,-73.93536217
MANHATTAN,40.70987414,-74.01209783
MANHATTAN,40.73426714,-73.99165399
STATEN ISLAND,40.61677916,-74.06810218
BROOKLYN,40.67930335,-73.97398392
MANHATTAN,40.74570418,-73.98782709
QUEENS,40.75745084,-73.83405387
STATEN ISLAND,40.62487574,-74.14333206
BROOKLYN,40.6233539,-74.02513332
BROOKLYN,40.62405952,-73.97587507
QUEENS,40.75850555,-73.91936469
BRONX,40.87222127,-73.87783679
QUEENS,40.74084001,-73.75829508
MANHATTAN,40.75480082,-73.99526083
BRONX,40.87222127,-73.87783679
BROOKLYN,40.65404997,-73.95955267
MANHATTAN,40.74648981,-74.0013281
MANHATTAN,40.72843419,-73.98780138
BRONX,40.83133081,-73.90090865
BROOKLYN,40.69121926,-73.93967921
MANHATTAN,40.76723463,-73.96453084
QUEENS,40.70554024,-73.73973641
MANHATTAN,40.76723463,-73.96453084
MANHATTAN,40.75622165,-73.9704671
QUEENS,40.74229324,-73.86947899
MANHATTAN,40.77149859,-73.98242855
BRONX,40.87673505,-73.86443467
STATEN ISLAND,40.61430053,-74.08474008
BROOKLYN,40.63547437,-73.96282821
STATEN ISLAND,40.5872267,-74.10377325
BRONX,40.87708826,-73.84623793
MANHATTAN,40.75780886,-73.97352372
QUEENS,40.75668267,-73.76758989
BROOKLYN,40.68443686,-73.97772454
MANHATTAN,40.80049388,-73.94657282
MANHATTAN,40.7574354,-73.98963334
MANHATTAN,40.7310643,-74.00141078
MANHATTAN,40.74648981,-74.0013281
MANHATTAN,40.7518967,-73.97363795
QUEENS,40.73560581,-73.88102809
BROOKLYN,40.72346721,-73.95060307
QUEENS,40.76114388,-73.90914948
QUEENS,40.74816836,-73.89494747
QUEENS,40.75928528,-73.91968501
BRONX,40.81661461,-73.8898827
MANHATTAN,40.76041961,-73.97582929
BROOKLYN,40.73322653,-73.95477058
MANHATTAN,40.72767454,-74.00029224
MANHATTAN,40.71403962,-73.98020723
MANHATTAN,40.72767454,-74.00029224
BROOKLYN,40.68290024,-73.94042226
QUEENS,40.75772904,-73.79387488
MANHATTAN,40.75181439,-73.99255049
BROOKLYN,40.63200603,-74.0224381
MANHATTAN,40.72736686,-73.99213471
QUEENS,40.74928592,-73.75582827
MANHATTAN,40.73161542,-73.98839254
MANHATTAN,40.71569636,-73.99641434
MANHATTAN,40.73736073,-73.99683898
MANHATTAN,40.73423996,-73.9974381
BRONX,40.89762706,-73.85494037
QUEENS,40.74663677,-73.9186717
MANHATTAN,40.74457093,-73.99159856
BROOKLYN,40.66903612,-73.95857389
QUEENS,40.75126454,-73.859056
BROOKLYN,40.68269425,-73.97946659
BROOKLYN,40.68293027,-73.93505
BROOKLYN,40.69024077,-73.94818647
QUEENS,40.74716402,-73.89223508
